description;date;time;duration_s;frequency;min;max;avg
balkon-24h-1m;20-11-2024;15:28:15;60;433920000;0.000661354;0.00218354;0.00100221
balkon-24h-1m;20-11-2024;15:29:30;60;433920000;0.000704951;0.00216508;0.00106711
balkon-24h-1m;20-11-2024;15:30:45;60;433920000;0.000641871;0.00191801;0.000964591
balkon-24h-1m;20-11-2024;15:32:0;60;433920000;0.000679755;0.00208006;0.00097281
balkon-24h-1m;20-11-2024;15:33:15;60;433920000;0.000653696;0.0021585;0.00105636
balkon-24h-1m;20-11-2024;15:34:30;60;433920000;0.000689291;0.00220794;0.00103513
balkon-24h-1m;20-11-2024;15:35:45;60;433920000;0.000673942;0.00227805;0.00105162
balkon-24h-1m;20-11-2024;15:37:0;60;433920000;0.000684656;0.00206929;0.00103133
balkon-24h-1m;20-11-2024;15:38:15;60;433920000;0.000663644;0.00202161;0.000984603
balkon-24h-1m;20-11-2024;15:39:30;60;433920000;0.00063652;0.00202425;0.000972192
balkon-24h-1m;20-11-2024;15:40:45;60;433920000;0.000642152;0.0020419;0.00095642
balkon-24h-1m;20-11-2024;15:42:0;60;433920000;0.000607431;0.00202662;0.000993389
balkon-24h-1m;20-11-2024;15:43:15;60;433920000;0.000671658;0.0021286;0.00100242
balkon-24h-1m;20-11-2024;15:44:30;60;433920000;0.000693846;0.00226631;0.0011433
balkon-24h-1m;20-11-2024;15:45:45;60;433920000;0.000734893;0.00224188;0.00107919
balkon-24h-1m;20-11-2024;15:47:0;60;433920000;0.000698099;0.00221637;0.00106878
